Board State ,EVAL
rnbqkb1r/ppp2ppp/3p1n2/4p3/4P3/2NP4/PPP2PPP/R1BQKBNR w KQkq - 1 4,[%eval 0.12]
rnbqkb1r/ppp2ppp/3p1n2/4p1B1/4P3/2NP4/PPP2PPP/R2QKBNR b KQkq - 2 4,[%eval -0.06]
rnbqk2r/ppp1bppp/3p1n2/4p1B1/4P3/2NP4/PPP2PPP/R2QKBNR w KQkq - 3 5,[%eval -0.08]
rnbqk2r/ppp1bppp/3p1n2/4p1B1/4P3/2NP1N2/PPP2PPP/R2QKB1R b KQkq - 4 5,[%eval -0.09]
rn1qk2r/ppp1bppp/3pbn2/4p1B1/4P3/2NP1N2/PPP2PPP/R2QKB1R w KQkq - 5 6,[%eval 0.1]
rn1qk2r/ppp1bppp/3pbn2/4p1B1/4P3/2NP1N1P/PPP2PP1/R2QKB1R b KQkq - 0 6,[%eval -0.2]
rn1qk2r/ppp1bpp1/3pbn1p/4p1B1/4P3/2NP1N1P/PPP2PP1/R2QKB1R w KQkq - 0 7,[%eval -0.22]
rn1qk2r/ppp1bpp1/3pbn1p/4p3/4P3/2NP1N1P/PPPB1PP1/R2QKB1R b KQkq - 1 7,[%eval -0.36]
r2qk2r/ppp1bpp1/2npbn1p/4p3/4P3/2NP1N1P/PPPB1PP1/R2QKB1R w KQkq - 2 8,[%eval -0.26]
r2qk2r/ppp1bpp1/2npbn1p/4p3/4P3/2NP1N1P/PPPBBPP1/R2QK2R b KQkq - 3 8,[%eval -0.24]
r2qk2r/ppp1bppn/2npb2p/4p3/4P3/2NP1N1P/PPPBBPP1/R2QK2R w KQkq - 4 9,[%eval 0.08]
r2qk2r/ppp1bppn/2npb2p/4p3/4P3/2NP1N1P/PPPBBPP1/R2Q1RK1 b kq - 5 9,[%eval 0.12]
r2q1rk1/ppp1bppn/2npb2p/4p3/4P3/2NP1N1P/PPPBBPP1/R2Q1RK1 w - - 6 10,[%eval 0.18]
r2q1rk1/ppp1bppn/2npb2p/4p3/4P3/P1NP1N1P/1PPBBPP1/R2Q1RK1 b - - 0 10,[%eval 0.0]
r2q1rk1/ppp1b1pn/2npb2p/4pp2/4P3/P1NP1N1P/1PPBBPP1/R2Q1RK1 w - f6 0 11,[%eval 0.02]
r2q1rk1/ppp1b1pn/2npb2p/4pP2/8/P1NP1N1P/1PPBBPP1/R2Q1RK1 b - - 0 11,[%eval 0.19]
r2q1rk1/ppp1b1pn/2np3p/4pb2/8/P1NP1N1P/1PPBBPP1/R2Q1RK1 w - - 0 12,[%eval -0.01]
r2q1rk1/ppp1b1pn/2np3p/3Npb2/8/P2P1N1P/1PPBBPP1/R2Q1RK1 b - - 1 12,[%eval 0.05]
r2q1rk1/ppp1b1pn/2npb2p/3Np3/8/P2P1N1P/1PPBBPP1/R2Q1RK1 w - - 2 13,[%eval 0.17]
r2q1rk1/ppp1N1pn/2npb2p/4p3/8/P2P1N1P/1PPBBPP1/R2Q1RK1 b - - 0 13,[%eval 0.16]
r4rk1/ppp1q1pn/2npb2p/4p3/8/P2P1N1P/1PPBBPP1/R2Q1RK1 w - - 0 14,[%eval 0.0]
r4rk1/ppp1q1pn/2npb2p/4p3/2P5/P2P1N1P/1P1BBPP1/R2Q1RK1 b - c3 0 14,[%eval 0.09]
r4rk1/ppp2qpn/2npb2p/4p3/2P5/P2P1N1P/1P1BBPP1/R2Q1RK1 w - - 1 15,[%eval 0.02]
r4rk1/ppp2qpn/2npb2p/4p3/1PP5/P2P1N1P/3BBPP1/R2Q1RK1 b - b3 0 15,[%eval 0.0]
r4rk1/ppp3pn/2npb1qp/4p3/1PP5/P2P1N1P/3BBPP1/R2Q1RK1 w - - 1 16,[%eval 0.22]
r4rk1/ppp3pn/2npb1qp/4p3/1PP4N/P2P3P/3BBPP1/R2Q1RK1 b - - 2 16,[%eval 0.16]
r3qrk1/ppp3pn/2npb2p/4p3/1PP4N/P2P3P/3BBPP1/R2Q1RK1 w - - 3 17,[%eval 0.1]
r3qrk1/ppp3pn/2npb2p/4p3/1PP3BN/P2P3P/3B1PP1/R2Q1RK1 b - - 4 17,[%eval -0.05]
r3qrk1/ppp3pn/3pb2p/4p3/1PPn2BN/P2P3P/3B1PP1/R2Q1RK1 w - - 5 18,[%eval 0.09]
r3qrk1/ppp3pn/3pB2p/4p3/1PPn3N/P2P3P/3B1PP1/R2Q1RK1 b - - 0 18,[%eval -0.18]
r4rk1/ppp3pn/3pq2p/4p3/1PPn3N/P2P3P/3B1PP1/R2Q1RK1 w - - 0 19,[%eval -0.04]
r4rk1/ppp3pn/3pq2p/4p3/1PPn3N/P1BP3P/5PP1/R2Q1RK1 b - - 1 19,[%eval -0.57]
r4rk1/ppp3pn/3pq2p/4pn2/1PP4N/P1BP3P/5PP1/R2Q1RK1 w - - 2 20,[%eval 0.13]
r4rk1/ppp3pn/3pq2p/4pn2/1PP3QN/P1BP3P/5PP1/R4RK1 b - - 3 20,[%eval 0.0]
r4rk1/ppp3p1/3pq2p/4pnn1/1PP3QN/P1BP3P/5PP1/R4RK1 w - - 4 21,[%eval 0.21]
r4rk1/ppp3p1/3pq2p/4pnn1/1PP3QN/P1BP3P/5PP1/R3R1K1 b - - 5 21,[%eval -1.42]
r4rk1/ppp2qp1/3p3p/4pnn1/1PP3QN/P1BP3P/5PP1/R3R1K1 w - - 6 22,[%eval 0.17]
r4rk1/ppp2qp1/3p3p/4pnn1/1PP3QN/P1BP3P/5PP1/R4RK1 b - - 7 22,[%eval -0.3]
r4rk1/ppp2qp1/3p3p/4p1n1/1PP3Qn/P1BP3P/5PP1/R4RK1 w - - 0 23,[%eval -0.28]
r4rk1/ppp2qp1/3p3p/4p1n1/1PP4Q/P1BP3P/5PP1/R4RK1 b - - 0 23,[%eval -0.3]
r4rk1/ppp3p1/3p2qp/4p1n1/1PP4Q/P1BP3P/5PP1/R4RK1 w - - 1 24,[%eval -0.18]
r4rk1/ppp3p1/3p2qp/4p1n1/1PP4Q/P1BP3P/5PP1/3R1RK1 b - - 2 24,[%eval -13.3]
r4rk1/ppp3p1/3p2qp/4p3/1PP4Q/P1BP1n1P/5PP1/3R1RK1 w - - 3 25,[%eval -13.05]
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3 0 1,[%eval 0.2]
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq d6 0 2,[%eval 0.21]
rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,[%eval 0.19]
rn1qkbnr/ppp1pppp/8/3p4/3P2b1/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,[%eval 0.43]
rn1qkbnr/ppp1pppp/8/3p4/2PP2b1/5N2/PP2PPPP/RNBQKB1R b KQkq c3 0 3,[%eval 0.51]
rn1qkbnr/ppp2ppp/4p3/3p4/2PP2b1/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,[%eval 0.72]
rn1qkbnr/ppp2ppp/4p3/3p4/2PP2b1/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,[%eval 0.27]
rn1qkb1r/ppp2ppp/4pn2/3p4/2PP2b1/4PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,[%eval 0.31]
rn1qkb1r/ppp2ppp/4pn2/3p4/2PP2b1/4PN2/PP2BPPP/RNBQK2R b KQkq - 2 5,[%eval 0.15]
rn1qkb1r/ppp2pp1/4pn1p/3p4/2PP2b1/4PN2/PP2BPPP/RNBQK2R w KQkq - 0 6,[%eval 0.53]
rn1qkb1r/ppp2pp1/4pn1p/3pN3/2PP2b1/4P3/PP2BPPP/RNBQK2R b KQkq - 1 6,[%eval -0.1]
rn1qkb1r/ppp2pp1/4pn1p/3pNb2/2PP4/4P3/PP2BPPP/RNBQK2R w KQkq - 2 7,[%eval 0.39]
rn1qkb1r/ppp2pp1/4pn1p/3pNb2/2PP4/4P3/PP2BPPP/RNBQ1RK1 b kq - 3 7,[%eval 0.18]
r2qkb1r/pppn1pp1/4pn1p/3pNb2/2PP4/4P3/PP2BPPP/RNBQ1RK1 w kq - 4 8,[%eval 0.45]
r2qkb1r/pppn1pp1/4pn1p/3p1b2/2PP2N1/4P3/PP2BPPP/RNBQ1RK1 b kq - 5 8,[%eval -0.36]
r2qkb1r/pppn1pp1/4pn2/3p1b1p/2PP2N1/4P3/PP2BPPP/RNBQ1RK1 w kq - 0 9,[%eval 0.2]
r2qkb1r/pppn1pp1/4pN2/3p1b1p/2PP4/4P3/PP2BPPP/RNBQ1RK1 b kq - 0 9,[%eval 0.16]
r3kb1r/pppn1pp1/4pq2/3p1b1p/2PP4/4P3/PP2BPPP/RNBQ1RK1 w kq - 0 10,[%eval 0.69]
r3kb1r/pppn1pp1/4pq2/3p1b1B/2PP4/4P3/PP3PPP/RNBQ1RK1 b kq - 0 10,[%eval -3.09]
r3kb1r/pppn1p2/4pq2/3p1bpB/2PP4/4P3/PP3PPP/RNBQ1RK1 w kq g6 0 11,[%eval 0.2]
r3kb1r/pppn1p2/4pq2/3p1bp1/2PP4/4P3/PP2BPPP/RNBQ1RK1 b kq - 1 11,[%eval -4.61]
r3kb1r/pppn1p2/4pq2/3p1b2/2PP2p1/4P3/PP2BPPP/RNBQ1RK1 w kq - 0 12,[%eval -0.01]
r3kb1r/pppn1p2/4pq2/3p1b2/2PP2B1/4P3/PP3PPP/RNBQ1RK1 b kq - 0 12,[%eval -0.12]
r3k2r/pppn1p2/3bpq2/3p1b2/2PP2B1/4P3/PP3PPP/RNBQ1RK1 w kq - 1 13,[%eval 0.04]
r3k2r/pppn1p2/3bpq2/3p1b2/2PP2B1/4P2P/PP3PP1/RNBQ1RK1 b kq - 0 13,[%eval 0.09]
2kr3r/pppn1p2/3bpq2/3p1b2/2PP2B1/4P2P/PP3PP1/RNBQ1RK1 w - - 1 14,[%eval 0.11]
2kr3r/pppn1p2/3bpq2/3P1b2/3P2B1/4P2P/PP3PP1/RNBQ1RK1 b - - 0 14,[%eval -5.1]
2k3rr/pppn1p2/3bpq2/3P1b2/3P2B1/4P2P/PP3PP1/RNBQ1RK1 w - - 1 15,[%eval 0.0]
2k3rr/pppn1p2/3bpq2/3P1b2/3P1PB1/4P2P/PP4P1/RNBQ1RK1 b - f3 0 15,[%eval -5.06]
2k3rr/pppn1p2/3bpq2/3P4/3P1Pb1/4P2P/PP4P1/RNBQ1RK1 w - - 0 16,[%eval -5.35]
2k3rr/pppn1p2/3bpq2/3P4/3P1PP1/4P3/PP4P1/RNBQ1RK1 b - - 0 16,[%eval -5.11]
2k3rr/pppn1p2/3b1q2/3p4/3P1PP1/4P3/PP4P1/RNBQ1RK1 w - - 0 17,[%eval -1.24]
2k3rr/pppn1p2/3b1q2/3p4/Q2P1PP1/4P3/PP4P1/RNB2RK1 b - - 1 17,[%eval -8.16]
2k3rr/pppn1p2/3b4/3p4/Q2P1PPq/4P3/PP4P1/RNB2RK1 w - - 2 18,[%eval -11.66]
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3 0 1,[%eval 0.21]
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,[%eval 0.28]
rnbqkbnr/pppp1ppp/4p3/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3 0 2,[%eval 0.24]
rnbqkbnr/pp1p1ppp/2p1p3/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,[%eval 0.47]
rnbqkbnr/pp1p1ppp/2p1p3/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,[%eval 0.34]
rnbqkb1r/pp1p1ppp/2p1pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,[%eval 0.64]
rnbqkb1r/pp1p1ppp/2p1pn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,[%eval 0.3]
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq d6 0 5,[%eval 0.3]
rnbqkb1r/pp3ppp/2p1pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 5,[%eval 0.32]
rnbqk2r/pp2bppp/2p1pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 2 6,[%eval 0.34]
rnbqk2r/pp2bppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 6,[%eval 0.31]
rnbq1rk1/pp2bppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 1 7,[%eval 0.31]
rnbq1rk1/pp2bppp/2p1pn2/3P2B1/3P4/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 7,[%eval 0.13]
rnbq1rk1/pp2bppp/4pn2/3p2B1/3P4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 8,[%eval 0.21]
rnbq1rk1/pp2bppp/4pn2/3p2B1/3P4/2N1PN2/PP2BPPP/R2QK2R b KQ - 1 8,[%eval 0.17]
r1bq1rk1/pp2bppp/2n1pn2/3p2B1/3P4/2N1PN2/PP2BPPP/R2QK2R w KQ - 2 9,[%eval 0.14]
r1bq1rk1/pp2bppp/2n1pn2/3p2B1/3P4/2N1PN2/PP2BPPP/R2Q1RK1 b - - 3 9,[%eval 0.17]
r1b2rk1/ppq1bppp/2n1pn2/3p2B1/3P4/2N1PN2/PP2BPPP/R2Q1RK1 w - - 4 10,[%eval 0.44]
r1b2rk1/ppq1bppp/2n1pB2/3p4/3P4/2N1PN2/PP2BPPP/R2Q1RK1 b - - 0 10,[%eval 0.01]
r1b2rk1/ppq2ppp/2n1pb2/3p4/3P4/2N1PN2/PP2BPPP/R2Q1RK1 w - - 0 11,[%eval 0.0]
r1b2rk1/ppq2ppp/2n1pb2/1N1p4/3P4/4PN2/PP2BPPP/R2Q1RK1 b - - 1 11,[%eval -0.08]
r1b2rk1/pp2qppp/2n1pb2/1N1p4/3P4/4PN2/PP2BPPP/R2Q1RK1 w - - 2 12,[%eval -0.04]
r1b2rk1/pp2qppp/2n1pb2/1N1p4/3P4/4PN2/PP2BPPP/2RQ1RK1 b - - 3 12,[%eval -0.09]
r1b2rk1/1p2qppp/p1n1pb2/1N1p4/3P4/4PN2/PP2BPPP/2RQ1RK1 w - - 0 13,[%eval 0.21]
r1b2rk1/1p2qppp/p1n1pb2/3p4/3P4/2N1PN2/PP2BPPP/2RQ1RK1 b - - 1 13,[%eval 0.21]
r1b2rk1/4qppp/p1n1pb2/1p1p4/3P4/2N1PN2/PP2BPPP/2RQ1RK1 w - b6 0 14,[%eval 0.84]
r1b2rk1/4qppp/p1n1pb2/1p1p4/P2P4/2N1PN2/1P2BPPP/2RQ1RK1 b - a3 0 14,[%eval 0.34]
r1b2rk1/4qppp/p1n1pb2/3p4/Pp1P4/2N1PN2/1P2BPPP/2RQ1RK1 w - - 0 15,[%eval 0.86]
r1b2rk1/4qppp/p1n1pb2/3p4/Pp1P4/4PN2/NP2BPPP/2RQ1RK1 b - - 1 15,[%eval -0.39]
r4rk1/1b2qppp/p1n1pb2/3p4/Pp1P4/4PN2/NP2BPPP/2RQ1RK1 w - - 2 16,[%eval -0.27]
r4rk1/1b2qppp/p1n1pb2/3p4/Pp1P4/1Q2PN2/NP2BPPP/2R2RK1 b - - 3 16,[%eval -0.48]
r4rk1/1b2qppp/2n1pb2/p2p4/Pp1P4/1Q2PN2/NP2BPPP/2R2RK1 w - - 0 17,[%eval -0.37]
r4rk1/1b2qppp/2n1pb2/p1Rp4/Pp1P4/1Q2PN2/NP2BPPP/5RK1 b - - 1 17,[%eval -0.44]
r1r3k1/1b2qppp/2n1pb2/p1Rp4/Pp1P4/1Q2PN2/NP2BPPP/5RK1 w - - 2 18,[%eval -0.56]
r1r3k1/1b2qppp/2n1pb2/p1Rp4/Pp1P4/1Q2PN2/NP2BPPP/2R3K1 b - - 3 18,[%eval -0.57]
r1rn2k1/1b2qppp/4pb2/p1Rp4/Pp1P4/1Q2PN2/NP2BPPP/2R3K1 w - - 4 19,[%eval -0.22]
r1rn2k1/1b2qppp/4pb2/pR1p4/Pp1P4/1Q2PN2/NP2BPPP/2R3K1 b - - 5 19,[%eval -1.76]
r2n2k1/1b2qppp/4pb2/pR1p4/Pp1P4/1Q2PN2/NP2BPPP/2r3K1 w - - 0 20,[%eval -0.14]
r2n2k1/1b2qppp/4pb2/pR1p4/Pp1P4/1Q2PN2/1P2BPPP/2N3K1 b - - 0 20,[%eval -0.03]
r2n2k1/4qppp/b3pb2/pR1p4/Pp1P4/1Q2PN2/1P2BPPP/2N3K1 w - - 1 21,[%eval 0.43]
r2n2k1/4qppp/b3pb2/R2p4/Pp1P4/1Q2PN2/1P2BPPP/2N3K1 b - - 0 21,[%eval 0.52]
r2n2k1/4qppp/4pb2/R2p4/PpbP4/1Q2PN2/1P2BPPP/2N3K1 w - - 1 22,[%eval 0.32]
r2n2k1/4qppp/4pb2/R2p4/PpBP4/1Q2PN2/1P3PPP/2N3K1 b - - 0 22,[%eval -2.98]
r2n2k1/4qppp/4pb2/R7/PppP4/1Q2PN2/1P3PPP/2N3K1 w - - 0 23,[%eval -2.98]
r2n2k1/4qppp/4pb2/R7/PpQP4/4PN2/1P3PPP/2N3K1 b - - 0 23,[%eval -3.26]
3n2k1/4qppp/4pb2/r7/PpQP4/4PN2/1P3PPP/2N3K1 w - - 0 24,[%eval -3.37]
3n2k1/4qppp/4pb2/r7/PpQP4/1P2PN2/5PPP/2N3K1 b - - 0 24,[%eval -3.29]
3n2k1/r3qppp/4pb2/8/PpQP4/1P2PN2/5PPP/2N3K1 w - - 1 25,[%eval -3.06]
2Qn2k1/r3qppp/4pb2/8/Pp1P4/1P2PN2/5PPP/2N3K1 b - - 2 25,[%eval -12.48]
2Qn2k1/2r1qppp/4pb2/8/Pp1P4/1P2PN2/5PPP/2N3K1 w - - 3 26,[%eval -12.34]
3n2k1/2Q1qppp/4pb2/8/Pp1P4/1P2PN2/5PPP/2N3K1 b - - 0 26,[%eval -12.51]
3n2k1/2q2ppp/4pb2/8/Pp1P4/1P2PN2/5PPP/2N3K1 w - - 0 27,[%eval -12.34]
3n2k1/2q2ppp/4pb2/8/Pp1P4/1P1NPN2/5PPP/6K1 b - - 1 27,[%eval -12.31]
3n2k1/5ppp/4pb2/8/Pp1P4/1P1NPN2/2q2PPP/6K1 w - - 2 28,[%eval -12.79]
3n2k1/5ppp/4pb2/8/Pp1P4/1P2PN2/2q2PPP/4N1K1 b - - 3 28,[%eval -13.32]
3n2k1/5ppp/4pb2/8/Pp1P4/1q2PN2/5PPP/4N1K1 w - - 0 29,[%eval -13.89]
3n2k1/5ppp/4pb2/P7/1p1P4/1q2PN2/5PPP/4N1K1 b - - 0 29,[%eval -13.74]
3n2k1/5ppp/4pb2/P7/1p1P4/2q1PN2/5PPP/4N1K1 w - - 1 30,[%eval -14.2]
3n2k1/5ppp/P3pb2/8/1p1P4/2q1PN2/5PPP/4N1K1 b - - 0 30,[%eval -17.36]
6k1/5ppp/P1n1pb2/8/1p1P4/2q1PN2/5PPP/4N1K1 w - - 1 31,[%eval -17.15]
6k1/5ppp/P1n1pb2/8/1p1P4/2q1PN1P/5PP1/4N1K1 b - - 0 31,[%eval -20.88]
6k1/5ppp/P1n1p3/6b1/1p1P4/2q1PN1P/5PP1/4N1K1 w - - 1 32,[%eval -16.1]
6k1/5ppp/P1n1p3/6b1/1p1P4/2q1PN1P/5PP1/4NK2 b - - 2 32,[%eval -18.81]
6k1/5pp1/P1n1p2p/6b1/1p1P4/2q1PN1P/5PP1/4NK2 w - - 0 33,[%eval -13.34]
6k1/5pp1/P1n1p2p/6b1/1p1P3P/2q1PN2/5PP1/4NK2 b - - 0 33,[%eval -13.85]
6k1/5pp1/P1n1pb1p/8/1p1P3P/2q1PN2/5PP1/4NK2 w - - 1 34,[%eval -13.47]
6k1/5pp1/P1n1pb1p/8/1p1P2PP/2q1PN2/5P2/4NK2 b - g3 0 34,[%eval -17.82]
6k1/5pp1/P1n1pb1p/8/3P2PP/1pq1PN2/5P2/4NK2 w - - 0 35,[%eval -18.08]
6k1/5pp1/P1n1pb1p/6P1/3P3P/1pq1PN2/5P2/4NK2 b - - 0 35,[%eval -21.06]
6k1/5pp1/P1n1pb2/6p1/3P3P/1pq1PN2/5P2/4NK2 w - - 0 36,[%eval -18.89]
6k1/5pp1/P1n1pb2/6P1/3P4/1pq1PN2/5P2/4NK2 b - - 0 36,[%eval -22.43]
6k1/4bpp1/P1n1p3/6P1/3P4/1pq1PN2/5P2/4NK2 w - - 1 37,[%eval -22.31]
6k1/4bpp1/P1n1p3/6P1/3P4/1pq1PN2/4KP2/4N3 b - - 2 37,[%eval -25.87]
6k1/4bpp1/P1n1p3/6P1/3P4/2q1PN2/1p2KP2/4N3 w - - 0 38,[%eval -25.75]
6k1/5pp1/P1n1p3/6b1/3P4/2q1P3/1p1NKP2/4N3 w - - 0 39,[%eval -18.86]
6k1/5pp1/P1n1p3/6b1/3P4/2q1P3/1p2KP2/1N2N3 b - - 1 39,[%eval -107.22]
6k1/5pp1/P3p3/6b1/3n4/2q1P3/1p2KP2/1N2N3 w - - 0 40,[%eval -29.57]
rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq f3 0 1,[%eval -0.24]
rnbqkbnr/p1pppppp/1p6/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq - 0 2,[%eval 0.09]
rnbqkbnr/p1pppppp/1p6/8/5P2/5N2/PPPPP1PP/RNBQKB1R b KQkq - 1 2,[%eval -0.02]
rn1qkbnr/p1pppppp/bp6/8/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 2 3,[%eval 0.29]
rn1qkbnr/p1pppppp/bp6/8/5P2/1P3N2/P1PPP1PP/RNBQKB1R b KQkq - 0 3,[%eval 0.08]
rn1qkbnr/p1pp1ppp/bp2p3/8/5P2/1P3N2/P1PPP1PP/RNBQKB1R w KQkq - 0 4,[%eval 0.26]
rn1qkbnr/p1pp1ppp/bp2p3/8/5P2/1P3N2/PBPPP1PP/RN1QKB1R b KQkq - 1 4,[%eval 0.05]
rn1qkb1r/p1pp1ppp/bp2pn2/8/5P2/1P3N2/PBPPP1PP/RN1QKB1R w KQkq - 2 5,[%eval 0.08]
rn1qkb1r/p1pp1ppp/bp2pn2/8/5P2/1PN2N2/PBPPP1PP/R2QKB1R b KQkq - 3 5,[%eval 0.03]
rn1qk2r/p1pp1ppp/bp2pn2/8/1b3P2/1PN2N2/PBPPP1PP/R2QKB1R w KQkq - 4 6,[%eval 0.03]
rn1qk2r/p1pp1ppp/bp2pn2/8/1b3P2/1PN1PN2/PBPP2PP/R2QKB1R b KQkq - 0 6,[%eval 0.0]
rn1qk2r/p1pp1ppp/1p2pn2/8/1b3P2/1PN1PN2/PBPP2PP/R2QKb1R w KQkq - 0 7,[%eval 0.0]
rn1qk2r/p1pp1ppp/1p2pn2/8/1b3P2/1PN1PN2/PBPP2PP/R2QKR2 b Qkq - 0 7,[%eval 0.0]
rn1qk2r/p1pp1ppp/1p2pn2/8/5P2/1Pb1PN2/PBPP2PP/R2QKR2 w Qkq - 0 8,[%eval 0.05]
rn1qk2r/p1pp1ppp/1p2pn2/8/5P2/1PB1PN2/P1PP2PP/R2QKR2 b Qkq - 0 8,[%eval 0.09]
rn1qk2r/2pp1ppp/1p2pn2/p7/5P2/1PB1PN2/P1PP2PP/R2QKR2 w Qkq a6 0 9,[%eval 0.1]
rn1qk2r/2pp1ppp/1p2pn2/p7/5P2/1PB1PN2/P1PPQ1PP/R3KR2 b Qkq - 1 9,[%eval 0.07]
rn1q1rk1/2pp1ppp/1p2pn2/p7/5P2/1PB1PN2/P1PPQ1PP/R3KR2 w Q - 2 10,[%eval 0.07]
rn1q1rk1/2pp1ppp/1p2pn2/p7/5P2/1PB1PN2/P1PPQ1PP/2KR1R2 b - - 3 10,[%eval 0.0]
rn1q1rk1/2pp1ppp/1p2p3/p7/4nP2/1PB1PN2/P1PPQ1PP/2KR1R2 w - - 4 11,[%eval 0.17]
rn1q1rk1/2pp1ppp/1p2p3/p7/4nP2/1P2PN2/PBPPQ1PP/2KR1R2 b - - 5 11,[%eval 0.13]
rn1q1rk1/2pp2pp/1p2pp2/p7/4nP2/1P2PN2/PBPPQ1PP/2KR1R2 w - - 0 12,[%eval 0.82]
rn1q1rk1/2pp2pp/1p2pp2/p7/4nPP1/1P2PN2/PBPPQ2P/2KR1R2 b - g3 0 12,[%eval 0.99]
rn1q1rk1/3p2pp/1p2pp2/p1p5/4nPP1/1P2PN2/PBPPQ2P/2KR1R2 w - c6 0 13,[%eval 1.33]
rn1q1rk1/3p2pp/1p2pp2/p1p3P1/4nP2/1P2PN2/PBPPQ2P/2KR1R2 b - - 0 13,[%eval 1.17]
rn1q1rk1/6pp/1p1ppp2/p1p3P1/4nP2/1P2PN2/PBPPQ2P/2KR1R2 w - - 0 14,[%eval 3.49]
rn1q1rk1/6pp/1p1ppP2/p1p5/4nP2/1P2PN2/PBPPQ2P/2KR1R2 b - - 0 14,[%eval 1.12]
rn1q1rk1/6pp/1p1ppn2/p1p5/5P2/1P2PN2/PBPPQ2P/2KR1R2 w - - 0 15,[%eval 1.13]
rn1q1rk1/6pp/1p1ppn2/p1p5/5P2/1P2PN2/PBPP2QP/2KR1R2 b - - 1 15,[%eval 1.3]
rn1q1rk1/6pp/1p1pp3/p1p4n/5P2/1P2PN2/PBPP2QP/2KR1R2 w - - 2 16,[%eval 4.38]
rn1q1rk1/6pp/1p1pp3/p1p3Nn/5P2/1P2P3/PBPP2QP/2KR1R2 b - - 3 16,[%eval 4.7]
rn3rk1/4q1pp/1p1pp3/p1p3Nn/5P2/1P2P3/PBPP2QP/2KR1R2 w - - 4 17,[%eval 6.19]
Qn3rk1/4q1pp/1p1pp3/p1p3Nn/5P2/1P2P3/PBPP3P/2KR1R2 b - - 0 17,[%eval 6.31]
Q4rk1/3nq1pp/1p1pp3/p1p3Nn/5P2/1P2P3/PBPP3P/2KR1R2 w - - 1 18,[%eval 7.22]
5rk1/3nq1pp/1p1pp3/p1p3Nn/5P2/1P2P3/PBPP2QP/2KR1R2 b - - 2 18,[%eval 6.66]
5rk1/4q1pp/1p1ppn2/p1p3Nn/5P2/1P2P3/PBPP2QP/2KR1R2 w - - 3 19,[%eval 7.68]
5rk1/4q1pp/1p1ppn2/p1p3Nn/5P2/1P2P3/PBPP2QP/2KR2R1 b - - 4 19,[%eval 6.43]
5rk1/4q1pp/3ppn2/ppp3Nn/5P2/1P2P3/PBPP2QP/2KR2R1 w - - 0 20,[%eval 7.74]
5rk1/4q1pp/3ppn2/ppp3Nn/5P2/1P2P2Q/PBPP3P/2KR2R1 b - - 1 20,[%eval 7.77]
5rk1/4q1pp/3p1n2/ppp1p1Nn/5P2/1P2P2Q/PBPP3P/2KR2R1 w - - 0 21,[%eval 7.82]
5rk1/4q1pp/3pQn2/ppp1p1Nn/5P2/1P2P3/PBPP3P/2KR2R1 b - - 1 21,[%eval 7.7]
5rk1/6pp/3pqn2/ppp1p1Nn/5P2/1P2P3/PBPP3P/2KR2R1 w - - 0 22,[%eval 7.71]
5rk1/6pp/3pNn2/ppp1p2n/5P2/1P2P3/PBPP3P/2KR2R1 b - - 0 22,[%eval 7.7]
4r1k1/6pp/3pNn2/ppp1p2n/5P2/1P2P3/PBPP3P/2KR2R1 w - - 1 23,[%eval 7.81]
4r1k1/2N3pp/3p1n2/ppp1p2n/5P2/1P2P3/PBPP3P/2KR2R1 b - - 2 23,[%eval 7.92]
